arm,game_id,game_date,away,home,cutoff,pick,actual,correct,home_win_prob,selected_decimal_odds,stake,net_pnl
C,CHI-HOU-2026-01-13,2026-01-13,CHI,HOU,2026-01-12,HOU,HOU,1,0.648,1.1840493352621067,100.0,18.4
A,DEN-NOP-2026-01-13,2026-01-13,DEN,NOP,2026-01-12,DEN,DEN,1,0.421209,1.688418440706501,100.0,68.84
B,DEN-NOP-2026-01-13,2026-01-13,DEN,NOP,2026-01-12,DEN,DEN,1,0.45,1.688418440706501,100.0,68.84
C,DEN-NOP-2026-01-13,2026-01-13,DEN,NOP,2026-01-12,DEN,DEN,1,0.4212,1.688418440706501,100.0,68.84
A,MIN-MIL-2026-01-13,2026-01-13,MIN,MIL,2026-01-12,MIN,MIN,1,0.481984,2.2460313670886864,100.0,124.6
B,MIN-MIL-2026-01-13,2026-01-13,MIN,MIL,2026-01-12,MIL,MIN,0,0.54,1.688418440706501,100.0,-100.0
C,MIN-MIL-2026-01-13,2026-01-13,MIN,MIL,2026-01-12,MIN,MIN,1,0.482,2.2460313670886864,100.0,124.6
A,PHO-MIA-2026-01-13,2026-01-13,PHO,MIA,2026-01-12,PHO,MIA,0,0.492677,2.107534892963796,100.0,-100.0
B,PHO-MIA-2026-01-13,2026-01-13,PHO,MIA,2026-01-12,PHO,MIA,0,0.45,2.107534892963796,100.0,-100.0
C,PHO-MIA-2026-01-13,2026-01-13,PHO,MIA,2026-01-12,PHO,MIA,0,0.4927,2.107534892963796,100.0,-100.0
A,POR-GSW-2026-01-13,2026-01-13,POR,GSW,2026-01-12,GSW,GSW,1,0.602154,1.2134668931941166,100.0,21.35
B,POR-GSW-2026-01-13,2026-01-13,POR,GSW,2026-01-12,GSW,GSW,1,0.58,1.2134668931941166,100.0,21.35
C,POR-GSW-2026-01-13,2026-01-13,POR,GSW,2026-01-12,GSW,GSW,1,0.6022,1.2134668931941166,100.0,21.35
A,SAS-OKC-2026-01-13,2026-01-13,SAS,OKC,2026-01-12,OKC,OKC,1,0.661163,1.3237554899786077,100.0,32.38
B,SAS-OKC-2026-01-13,2026-01-13,SAS,OKC,2026-01-12,OKC,OKC,1,0.68,1.3237554899786077,100.0,32.38
C,SAS-OKC-2026-01-13,2026-01-13,SAS,OKC,2026-01-12,OKC,OKC,1,0.6612,1.3237554899786077,100.0,32.38
A,BRK-NOP-2026-01-14,2026-01-14,BRK,NOP,2026-01-13,BRK,NOP,0,0.417851,1.8238544966618404,100.0,-100.0
B,BRK-NOP-2026-01-14,2026-01-14,BRK,NOP,2026-01-13,NOP,NOP,1,0.58,2.044109227706064,100.0,104.41
C,BRK-NOP-2026-01-14,2026-01-14,BRK,NOP,2026-01-13,BRK,NOP,0,0.4179,1.8238544966618404,100.0,-100.0
A,CLE-PHI-2026-01-14,2026-01-14,CLE,PHI,2026-01-13,PHI,CLE,0,0.639776,2.1075348929637956,100.0,-100.0
B,CLE-PHI-2026-01-14,2026-01-14,CLE,PHI,2026-01-13,PHI,CLE,0,0.58,2.1075348929637956,100.0,-100.0
C,CLE-PHI-2026-01-14,2026-01-14,CLE,PHI,2026-01-13,PHI,CLE,0,0.6398,2.1075348929637956,100.0,-100.0
A,DEN-DAL-2026-01-14,2026-01-14,DEN,DAL,2026-01-13,DAL,DEN,0,0.516681,1.8238544966618404,100.0,-100.0
B,DEN-DAL-2026-01-14,2026-01-14,DEN,DAL,2026-01-13,DEN,DEN,1,0.45,2.044109227706064,100.0,104.41
C,DEN-DAL-2026-01-14,2026-01-14,DEN,DAL,2026-01-13,DAL,DEN,0,0.517,1.8238544966618404,100.0,-100.0
A,NYK-SAC-2026-01-14,2026-01-14,NYK,SAC,2026-01-13,NYK,SAC,0,0.261889,1.2463014106447146,100.0,-100.0
B,NYK-SAC-2026-01-14,2026-01-14,NYK,SAC,2026-01-13,NYK,SAC,0,0.45,1.2463014106447146,100.0,-100.0
C,NYK-SAC-2026-01-14,2026-01-14,NYK,SAC,2026-01-13,NYK,SAC,0,0.2619,1.2463014106447146,100.0,-100.0
A,TOR-IND-2026-01-14,2026-01-14,TOR,IND,2026-01-13,TOR,TOR,1,0.361505,2.044109227706064,100.0,104.41
B,TOR-IND-2026-01-14,2026-01-14,TOR,IND,2026-01-13,IND,TOR,0,0.58,1.8238544966618404,100.0,-100.0
C,TOR-IND-2026-01-14,2026-01-14,TOR,IND,2026-01-13,TOR,TOR,1,0.3615,2.044109227706064,100.0,104.41
A,UTA-CHI-2026-01-14,2026-01-14,UTA,CHI,2026-01-13,CHI,CHI,1,0.526333,1.4765224814319189,100.0,47.65
B,UTA-CHI-2026-01-14,2026-01-14,UTA,CHI,2026-01-13,CHI,CHI,1,0.58,1.4765224814319189,100.0,47.65
C,UTA-CHI-2026-01-14,2026-01-14,UTA,CHI,2026-01-13,CHI,CHI,1,0.5263,1.4765224814319189,100.0,47.65
A,WAS-LAC-2026-01-14,2026-01-14,WAS,LAC,2026-01-13,LAC,LAC,1,0.655118,1.2134668931941166,100.0,21.35
B,WAS-LAC-2026-01-14,2026-01-14,WAS,LAC,2026-01-13,LAC,LAC,1,0.65,1.2134668931941166,100.0,21.35
C,WAS-LAC-2026-01-14,2026-01-14,WAS,LAC,2026-01-13,LAC,LAC,1,0.6551,1.2134668931941166,100.0,21.35
A,ATL-POR-2026-01-15,2026-01-15,ATL,POR,2026-01-14,POR,POR,1,0.553808,2.487057668129615,100.0,148.71
B,ATL-POR-2026-01-15,2026-01-15,ATL,POR,2026-01-14,POR,POR,1,0.53,2.487057668129615,100.0,148.71
C,ATL-POR-2026-01-15,2026-01-15,ATL,POR,2026-01-14,ATL,POR,0,0.4462,1.573766072806432,100.0,-100.0
A,BOS-MIA-2026-01-15,2026-01-15,BOS,MIA,2026-01-14,MIA,BOS,0,0.527788,2.2460313670886856,100.0,-100.0
B,BOS-MIA-2026-01-15,2026-01-15,BOS,MIA,2026-01-14,BOS,BOS,1,0.43,1.688418440706501,100.0,68.84
C,BOS-MIA-2026-01-15,2026-01-15,BOS,MIA,2026-01-14,MIA,BOS,0,0.5278,2.2460313670886856,100.0,-100.0
A,CHO-LAL-2026-01-15,2026-01-15,CHO,LAL,2026-01-14,LAL,CHO,0,0.569409,1.6098968398025695,100.0,-100.0
B,CHO-LAL-2026-01-15,2026-01-15,CHO,LAL,2026-01-14,LAL,CHO,0,0.73,1.6098968398025695,100.0,-100.0
C,CHO-LAL-2026-01-15,2026-01-15,CHO,LAL,2026-01-14,LAL,CHO,0,0.57,1.6098968398025695,100.0,-100.0
A,MEM-ORL-2026-01-15,2026-01-15,MEM,ORL,2026-01-14,ORL,ORL,1,0.671034,1.4765224814319189,100.0,47.65
B,MEM-ORL-2026-01-15,2026-01-15,MEM,ORL,2026-01-14,ORL,ORL,1,0.53,1.4765224814319189,100.0,47.65
C,MEM-ORL-2026-01-15,2026-01-15,MEM,ORL,2026-01-14,ORL,ORL,1,0.671,1.4765224814319189,100.0,47.65
A,MIL-SAS-2026-01-15,2026-01-15,MIL,SAS,2026-01-14,SAS,SAS,1,0.636872,1.3939374523829573,100.0,39.39
B,MIL-SAS-2026-01-15,2026-01-15,MIL,SAS,2026-01-14,MIL,SAS,0,0.48,3.123948630907922,100.0,-100.0
C,MIL-SAS-2026-01-15,2026-01-15,MIL,SAS,2026-01-14,MIL,SAS,0,0.3631,3.123948630907922,100.0,-100.0
A,NYK-GSW-2026-01-15,2026-01-15,NYK,GSW,2026-01-14,GSW,GSW,1,0.66053,1.3692645512979118,100.0,36.93
B,NYK-GSW-2026-01-15,2026-01-15,NYK,GSW,2026-01-14,GSW,GSW,1,0.53,1.3692645512979118,100.0,36.93
C,NYK-GSW-2026-01-15,2026-01-15,NYK,GSW,2026-01-14,GSW,GSW,1,0.6605,1.3692645512979118,100.0,36.93
A,OKC-HOU-2026-01-15,2026-01-15,OKC,HOU,2026-01-14,OKC,OKC,1,0.42691,1.573766072806432,100.0,57.38
B,OKC-HOU-2026-01-15,2026-01-15,OKC,HOU,2026-01-14,OKC,OKC,1,0.43,1.573766072806432,100.0,57.38
C,OKC-HOU-2026-01-15,2026-01-15,OKC,HOU,2026-01-14,OKC,OKC,1,0.427,1.573766072806432,100.0,57.38
A,PHO-DET-2026-01-15,2026-01-15,PHO,DET,2026-01-14,DET,DET,1,0.555105,1.3692645512979118,100.0,36.93
B,PHO-DET-2026-01-15,2026-01-15,PHO,DET,2026-01-14,PHO,DET,0,0.48,3.2554103129295107,100.0,-100.0
C,PHO-DET-2026-01-15,2026-01-15,PHO,DET,2026-01-14,PHO,DET,0,0.4449,3.2554103129295107,100.0,-100.0
A,UTA-DAL-2026-01-15,2026-01-15,UTA,DAL,2026-01-14,DAL,DAL,1,0.575632,1.688418440706501,100.0,68.84
B,UTA-DAL-2026-01-15,2026-01-15,UTA,DAL,2026-01-14,DAL,DAL,1,0.53,1.688418440706501,100.0,68.84
C,UTA-DAL-2026-01-15,2026-01-15,UTA,DAL,2026-01-14,DAL,DAL,1,0.5756,1.688418440706501,100.0,68.84
A,CHI-BRK-2026-01-16,2026-01-16,CHI,BRK,2026-01-15,CHI,BRK,0,0.496317,2.107534892963796,100.0,-100.0
B,CHI-BRK-2026-01-16,2026-01-16,CHI,BRK,2026-01-15,CHI,BRK,0,0.43,2.107534892963796,100.0,-100.0
C,CHI-BRK-2026-01-16,2026-01-16,CHI,BRK,2026-01-15,CHI,BRK,0,0.4963,2.107534892963796,100.0,-100.0
A,CLE-PHI-2026-01-16,2026-01-16,CLE,PHI,2026-01-15,PHI,CLE,0,0.643326,1.688418440706501,100.0,-100.0
B,CLE-PHI-2026-01-16,2026-01-16,CLE,PHI,2026-01-15,CLE,CLE,1,0.48,2.2460313670886864,100.0,124.6
C,CLE-PHI-2026-01-16,2026-01-16,CLE,PHI,2026-01-15,CLE,CLE,1,0.3567,2.2460313670886864,100.0,124.6
A,LAC-TOR-2026-01-16,2026-01-16,LAC,TOR,2026-01-15,TOR,LAC,0,0.623158,1.688418440706501,100.0,-100.0
B,LAC-TOR-2026-01-16,2026-01-16,LAC,TOR,2026-01-15,LAC,LAC,1,0.43,2.2460313670886864,100.0,124.6
C,LAC-TOR-2026-01-16,2026-01-16,LAC,TOR,2026-01-15,TOR,LAC,0,0.6232,1.688418440706501,100.0,-100.0
A,MIN-HOU-2026-01-16,2026-01-16,MIN,HOU,2026-01-15,MIN,HOU,0,0.366097,2.487057668129615,100.0,-100.0
B,MIN-HOU-2026-01-16,2026-01-16,MIN,HOU,2026-01-15,MIN,HOU,0,0.43,2.487057668129615,100.0,-100.0
C,MIN-HOU-2026-01-16,2026-01-16,MIN,HOU,2026-01-15,MIN,HOU,0,0.3661,2.487057668129615,100.0,-100.0
A,NOP-IND-2026-01-16,2026-01-16,NOP,IND,2026-01-15,IND,IND,1,0.522575,1.5395645124767854,100.0,53.96
B,NOP-IND-2026-01-16,2026-01-16,NOP,IND,2026-01-15,IND,IND,1,0.58,1.5395645124767854,100.0,53.96
C,NOP-IND-2026-01-16,2026-01-16,NOP,IND,2026-01-15,IND,IND,1,0.523,1.5395645124767854,100.0,53.96
A,WAS-SAC-2026-01-16,2026-01-16,WAS,SAC,2026-01-15,WAS,SAC,0,0.480169,3.2554103129295107,100.0,-100.0
B,WAS-SAC-2026-01-16,2026-01-16,WAS,SAC,2026-01-15,WAS,SAC,0,0.43,3.2554103129295107,100.0,-100.0
C,WAS-SAC-2026-01-16,2026-01-16,WAS,SAC,2026-01-15,WAS,SAC,0,0.48,3.2554103129295107,100.0,-100.0
A,BOS-ATL-2026-01-17,2026-01-17,BOS,ATL,2026-01-16,BOS,BOS,1,0.445282,1.6098968398025695,100.0,60.99
B,BOS-ATL-2026-01-17,2026-01-17,BOS,ATL,2026-01-16,BOS,BOS,1,0.45,1.6098968398025695,100.0,60.99
C,BOS-ATL-2026-01-17,2026-01-17,BOS,ATL,2026-01-16,BOS,BOS,1,0.4453,1.6098968398025695,100.0,60.99
A,CHO-GSW-2026-01-17,2026-01-17,CHO,GSW,2026-01-16,GSW,GSW,1,0.597393,1.3692645512979118,100.0,36.93
B,CHO-GSW-2026-01-17,2026-01-17,CHO,GSW,2026-01-16,GSW,GSW,1,0.68,1.3692645512979118,100.0,36.93
C,CHO-GSW-2026-01-17,2026-01-17,CHO,GSW,2026-01-16,GSW,GSW,1,0.5974,1.3692645512979118,100.0,36.93
A,IND-DET-2026-01-17,2026-01-17,IND,DET,2026-01-16,DET,DET,1,0.849987,1.1131462361828037,100.0,11.31
B,IND-DET-2026-01-17,2026-01-17,IND,DET,2026-01-16,DET,DET,1,0.53,1.1131462361828037,100.0,11.31
C,IND-DET-2026-01-17,2026-01-17,IND,DET,2026-01-16,DET,DET,1,0.85,1.1131462361828037,100.0,11.31
A,LAL-POR-2026-01-17,2026-01-17,LAL,POR,2026-01-16,POR,POR,1,0.544531,1.6098968398025695,100.0,60.99
B,LAL-POR-2026-01-17,2026-01-17,LAL,POR,2026-01-16,LAL,POR,0,0.45,2.4018704589028004,100.0,-100.0
C,LAL-POR-2026-01-17,2026-01-17,LAL,POR,2026-01-16,LAL,POR,0,0.4555,2.4018704589028004,100.0,-100.0
A,MIN-SAS-2026-01-17,2026-01-17,MIN,SAS,2026-01-16,SAS,SAS,1,0.592861,1.5395645124767854,100.0,53.96
B,MIN-SAS-2026-01-17,2026-01-17,MIN,SAS,2026-01-16,MIN,SAS,0,0.45,2.577547629742829,100.0,-100.0
C,MIN-SAS-2026-01-17,2026-01-17,MIN,SAS,2026-01-16,MIN,SAS,0,0.4071,2.577547629742829,100.0,-100.0
A,OKC-MIA-2026-01-17,2026-01-17,OKC,MIA,2026-01-16,OKC,MIA,0,0.377194,1.2463014106447146,100.0,-100.0
B,OKC-MIA-2026-01-17,2026-01-17,OKC,MIA,2026-01-16,OKC,MIA,0,0.43,1.2463014106447146,100.0,-100.0
C,OKC-MIA-2026-01-17,2026-01-17,OKC,MIA,2026-01-16,OKC,MIA,0,0.3772,1.2463014106447146,100.0,-100.0
A,PHO-NYK-2026-01-17,2026-01-17,PHO,NYK,2026-01-16,NYK,PHO,0,0.517677,1.8238544966618404,100.0,-100.0
B,PHO-NYK-2026-01-17,2026-01-17,PHO,NYK,2026-01-16,NYK,PHO,0,0.53,1.8238544966618404,100.0,-100.0
C,PHO-NYK-2026-01-17,2026-01-17,PHO,NYK,2026-01-16,NYK,PHO,0,0.5177,1.8238544966618404,100.0,-100.0
A,UTA-DAL-2026-01-17,2026-01-17,UTA,DAL,2026-01-16,DAL,DAL,1,0.628921,1.648072857790548,100.0,64.81
B,UTA-DAL-2026-01-17,2026-01-17,UTA,DAL,2026-01-16,DAL,DAL,1,0.58,1.648072857790548,100.0,64.81
C,UTA-DAL-2026-01-17,2026-01-17,UTA,DAL,2026-01-16,DAL,DAL,1,0.63,1.648072857790548,100.0,64.81
A,WAS-DEN-2026-01-17,2026-01-17,WAS,DEN,2026-01-16,DEN,DEN,1,0.793416,1.2463014106447146,100.0,24.63
B,WAS-DEN-2026-01-17,2026-01-17,WAS,DEN,2026-01-16,DEN,DEN,1,0.85,1.2463014106447146,100.0,24.63
C,WAS-DEN-2026-01-17,2026-01-17,WAS,DEN,2026-01-16,DEN,DEN,1,0.7934,1.2463014106447146,100.0,24.63
A,BRK-CHI-2026-01-18,2026-01-18,BRK,CHI,2026-01-17,CHI,CHI,1,0.621518,1.3692645512979118,100.0,36.93
B,BRK-CHI-2026-01-18,2026-01-18,BRK,CHI,2026-01-17,CHI,CHI,1,0.53,1.3692645512979118,100.0,36.93
C,BRK-CHI-2026-01-18,2026-01-18,BRK,CHI,2026-01-17,CHI,CHI,1,0.6215,1.3692645512979118,100.0,36.93
A,CHO-DEN-2026-01-18,2026-01-18,CHO,DEN,2026-01-17,DEN,CHO,0,0.538466,2.2460313670886856,100.0,-100.0
B,CHO-DEN-2026-01-18,2026-01-18,CHO,DEN,2026-01-17,DEN,CHO,0,0.85,2.2460313670886856,100.0,-100.0
C,CHO-DEN-2026-01-18,2026-01-18,CHO,DEN,2026-01-17,DEN,CHO,0,0.539,2.2460313670886856,100.0,-100.0
A,NOP-HOU-2026-01-18,2026-01-18,NOP,HOU,2026-01-17,HOU,HOU,1,0.726773,1.1577166359265445,100.0,15.77
B,NOP-HOU-2026-01-18,2026-01-18,NOP,HOU,2026-01-17,HOU,HOU,1,0.53,1.1577166359265445,100.0,15.77
C,NOP-HOU-2026-01-18,2026-01-18,NOP,HOU,2026-01-17,HOU,HOU,1,0.7268,1.1577166359265445,100.0,15.77
A,ORL-MEM-2026-01-18,2026-01-18,ORL,MEM,2026-01-17,ORL,MEM,0,0.396396,1.648072857790548,100.0,-100.0
B,ORL-MEM-2026-01-18,2026-01-18,ORL,MEM,2026-01-17,MEM,MEM,1,0.53,2.3216361868264386,100.0,132.16
C,ORL-MEM-2026-01-18,2026-01-18,ORL,MEM,2026-01-17,ORL,MEM,0,0.3964,1.648072857790548,100.0,-100.0
A,POR-SAC-2026-01-18,2026-01-18,POR,SAC,2026-01-17,POR,POR,1,0.422091,1.8238544966618404,100.0,82.39
B,POR-SAC-2026-01-18,2026-01-18,POR,SAC,2026-01-17,POR,POR,1,0.45,1.8238544966618404,100.0,82.39
C,POR-SAC-2026-01-18,2026-01-18,POR,SAC,2026-01-17,POR,POR,1,0.4221,1.8238544966618404,100.0,82.39
A,TOR-LAL-2026-01-18,2026-01-18,TOR,LAL,2026-01-17,TOR,LAL,0,0.380336,2.2460313670886864,100.0,-100.0
B,TOR-LAL-2026-01-18,2026-01-18,TOR,LAL,2026-01-17,LAL,LAL,1,0.53,1.688418440706501,100.0,68.84
C,TOR-LAL-2026-01-18,2026-01-18,TOR,LAL,2026-01-17,TOR,LAL,0,0.38,2.2460313670886864,100.0,-100.0
A,BOS-DET-2026-01-19,2026-01-19,BOS,DET,2026-01-18,DET,DET,1,0.68099,1.688418440706501,100.0,68.84
B,BOS-DET-2026-01-19,2026-01-19,BOS,DET,2026-01-18,DET,DET,1,0.53,1.688418440706501,100.0,68.84
C,BOS-DET-2026-01-19,2026-01-19,BOS,DET,2026-01-18,BOS,DET,0,0.319,2.2460313670886864,100.0,-100.0
A,DAL-NYK-2026-01-19,2026-01-19,DAL,NYK,2026-01-18,NYK,DAL,0,0.627144,1.1840493352621067,100.0,-100.0
B,DAL-NYK-2026-01-19,2026-01-19,DAL,NYK,2026-01-18,NYK,DAL,0,0.53,1.1840493352621067,100.0,-100.0
C,DAL-NYK-2026-01-19,2026-01-19,DAL,NYK,2026-01-18,NYK,DAL,0,0.6271,1.1840493352621067,100.0,-100.0
A,IND-PHI-2026-01-19,2026-01-19,IND,PHI,2026-01-18,PHI,PHI,1,0.764837,1.3939374523829573,100.0,39.39
B,IND-PHI-2026-01-19,2026-01-19,IND,PHI,2026-01-18,PHI,PHI,1,0.57,1.3939374523829573,100.0,39.39
C,IND-PHI-2026-01-19,2026-01-19,IND,PHI,2026-01-18,PHI,PHI,1,0.7648,1.3939374523829573,100.0,39.39
A,LAC-WAS-2026-01-19,2026-01-19,LAC,WAS,2026-01-18,LAC,LAC,1,0.399011,1.419985256803251,100.0,42.0
B,LAC-WAS-2026-01-19,2026-01-19,LAC,WAS,2026-01-18,LAC,LAC,1,0.35,1.419985256803251,100.0,42.0
C,LAC-WAS-2026-01-19,2026-01-19,LAC,WAS,2026-01-18,LAC,LAC,1,0.399,1.419985256803251,100.0,42.0
A,MIA-GSW-2026-01-19,2026-01-19,MIA,GSW,2026-01-18,GSW,GSW,1,0.602485,1.4765224814319189,100.0,47.65
B,MIA-GSW-2026-01-19,2026-01-19,MIA,GSW,2026-01-18,GSW,GSW,1,0.53,1.4765224814319189,100.0,47.65
C,MIA-GSW-2026-01-19,2026-01-19,MIA,GSW,2026-01-18,GSW,GSW,1,0.6025,1.4765224814319189,100.0,47.65
A,MIL-ATL-2026-01-19,2026-01-19,MIL,ATL,2026-01-18,MIL,MIL,1,0.49336,2.107534892963796,100.0,110.75
B,MIL-ATL-2026-01-19,2026-01-19,MIL,ATL,2026-01-18,MIL,MIL,1,0.45,2.107534892963796,100.0,110.75
C,MIL-ATL-2026-01-19,2026-01-19,MIL,ATL,2026-01-18,MIL,MIL,1,0.4934,2.107534892963796,100.0,110.75
A,OKC-CLE-2026-01-19,2026-01-19,OKC,CLE,2026-01-18,OKC,OKC,1,0.391471,1.447485891745253,100.0,44.75
B,OKC-CLE-2026-01-19,2026-01-19,OKC,CLE,2026-01-18,OKC,OKC,1,0.45,1.447485891745253,100.0,44.75
C,OKC-CLE-2026-01-19,2026-01-19,OKC,CLE,2026-01-18,OKC,OKC,1,0.3915,1.447485891745253,100.0,44.75
A,PHO-BRK-2026-01-19,2026-01-19,PHO,BRK,2026-01-18,PHO,PHO,1,0.26875,1.302786193716658,100.0,30.28
B,PHO-BRK-2026-01-19,2026-01-19,PHO,BRK,2026-01-18,PHO,PHO,1,0.45,1.302786193716658,100.0,30.28
C,PHO-BRK-2026-01-19,2026-01-19,PHO,BRK,2026-01-18,PHO,PHO,1,0.2688,1.302786193716658,100.0,30.28
A,UTA-SAS-2026-01-19,2026-01-19,UTA,SAS,2026-01-18,SAS,SAS,1,0.810097,1.0944003516016714,100.0,9.44
B,UTA-SAS-2026-01-19,2026-01-19,UTA,SAS,2026-01-18,SAS,SAS,1,0.57,1.0944003516016714,100.0,9.44
C,UTA-SAS-2026-01-19,2026-01-19,UTA,SAS,2026-01-18,SAS,SAS,1,0.81,1.0944003516016714,100.0,9.44
A,LAC-CHI-2026-01-20,2026-01-20,LAC,CHI,2026-01-19,CHI,CHI,1,0.658262,1.688418440706501,100.0,68.84
B,LAC-CHI-2026-01-20,2026-01-20,LAC,CHI,2026-01-19,LAC,CHI,0,0.45,2.2460313670886864,100.0,-100.0
C,LAC-CHI-2026-01-20,2026-01-20,LAC,CHI,2026-01-19,LAC,CHI,0,0.3417,2.2460313670886864,100.0,-100.0
A,LAL-DEN-2026-01-20,2026-01-20,LAL,DEN,2026-01-19,DEN,LAL,0,0.526347,2.4018704589028004,100.0,-100.0
B,LAL-DEN-2026-01-20,2026-01-20,LAL,DEN,2026-01-19,DEN,LAL,0,0.53,2.4018704589028004,100.0,-100.0
C,LAL-DEN-2026-01-20,2026-01-20,LAL,DEN,2026-01-19,DEN,LAL,0,0.5263,2.4018704589028004,100.0,-100.0
A,MIA-SAC-2026-01-20,2026-01-20,MIA,SAC,2026-01-19,SAC,MIA,0,0.549197,2.487057668129615,100.0,-100.0
B,MIA-SAC-2026-01-20,2026-01-20,MIA,SAC,2026-01-19,SAC,MIA,0,0.53,2.487057668129615,100.0,-100.0
C,MIA-SAC-2026-01-20,2026-01-20,MIA,SAC,2026-01-19,SAC,MIA,0,0.5492,2.487057668129615,100.0,-100.0
A,MIN-UTA-2026-01-20,2026-01-20,MIN,UTA,2026-01-19,MIN,UTA,0,0.161553,1.1840493352621067,100.0,-100.0
B,MIN-UTA-2026-01-20,2026-01-20,MIN,UTA,2026-01-19,MIN,UTA,0,0.35,1.1840493352621067,100.0,-100.0
C,MIN-UTA-2026-01-20,2026-01-20,MIN,UTA,2026-01-19,MIN,UTA,0,0.1616,1.1840493352621067,100.0,-100.0
A,PHO-PHI-2026-01-20,2026-01-20,PHO,PHI,2026-01-19,PHI,PHO,0,0.500714,2.2460313670886856,100.0,-100.0
B,PHO-PHI-2026-01-20,2026-01-20,PHO,PHI,2026-01-19,PHI,PHO,0,0.53,2.2460313670886856,100.0,-100.0
C,PHO-PHI-2026-01-20,2026-01-20,PHO,PHI,2026-01-19,PHI,PHO,0,0.5,2.2460313670886856,100.0,-100.0
A,SAS-HOU-2026-01-20,2026-01-20,SAS,HOU,2026-01-19,HOU,HOU,1,0.573493,1.5395645124767854,100.0,53.96
B,SAS-HOU-2026-01-20,2026-01-20,SAS,HOU,2026-01-19,HOU,HOU,1,0.53,1.5395645124767854,100.0,53.96
C,SAS-HOU-2026-01-20,2026-01-20,SAS,HOU,2026-01-19,HOU,HOU,1,0.5735,1.5395645124767854,100.0,53.96
A,TOR-GSW-2026-01-20,2026-01-20,TOR,GSW,2026-01-19,TOR,TOR,1,0.488673,2.577547629742829,100.0,157.75
B,TOR-GSW-2026-01-20,2026-01-20,TOR,GSW,2026-01-19,GSW,TOR,0,0.58,1.5395645124767854,100.0,-100.0
C,TOR-GSW-2026-01-20,2026-01-20,TOR,GSW,2026-01-19,TOR,TOR,1,0.4887,2.577547629742829,100.0,157.75
A,ATL-MEM-2026-01-21,2026-01-21,ATL,MEM,2026-01-20,MEM,ATL,0,0.550666,1.776161052107465,100.0,-100.0
B,ATL-MEM-2026-01-21,2026-01-21,ATL,MEM,2026-01-20,MEM,ATL,0,0.53,1.776161052107465,100.0,-100.0
C,ATL-MEM-2026-01-21,2026-01-21,ATL,MEM,2026-01-20,MEM,ATL,0,0.5507,1.776161052107465,100.0,-100.0
A,BRK-NYK-2026-01-21,2026-01-21,BRK,NYK,2026-01-20,NYK,NYK,1,0.667901,1.1840493352621067,100.0,18.4
B,BRK-NYK-2026-01-21,2026-01-21,BRK,NYK,2026-01-20,NYK,NYK,1,0.53,1.1840493352621067,100.0,18.4
C,BRK-NYK-2026-01-21,2026-01-21,BRK,NYK,2026-01-20,NYK,NYK,1,0.67,1.1840493352621067,100.0,18.4
A,CLE-CHO-2026-01-21,2026-01-21,CLE,CHO,2026-01-20,CHO,CLE,0,0.630628,2.3216361868264386,100.0,-100.0
B,CLE-CHO-2026-01-21,2026-01-21,CLE,CHO,2026-01-20,CLE,CLE,1,0.35,1.648072857790548,100.0,64.81
C,CLE-CHO-2026-01-21,2026-01-21,CLE,CHO,2026-01-20,CLE,CLE,1,0.37,1.648072857790548,100.0,64.81
A,DET-NOP-2026-01-21,2026-01-21,DET,NOP,2026-01-20,DET,DET,1,0.237051,1.3939374523829573,100.0,39.39
B,DET-NOP-2026-01-21,2026-01-21,DET,NOP,2026-01-20,DET,DET,1,0.45,1.3939374523829573,100.0,39.39
C,DET-NOP-2026-01-21,2026-01-21,DET,NOP,2026-01-20,DET,DET,1,0.2371,1.3939374523829573,100.0,39.39
A,IND-BOS-2026-01-21,2026-01-21,IND,BOS,2026-01-20,BOS,BOS,1,0.77848,1.2463014106447146,100.0,24.63
B,IND-BOS-2026-01-21,2026-01-21,IND,BOS,2026-01-20,IND,BOS,0,0.45,4.253041001352346,100.0,-100.0
C,IND-BOS-2026-01-21,2026-01-21,IND,BOS,2026-01-20,BOS,BOS,1,0.7785,1.2463014106447146,100.0,24.63
A,OKC-MIL-2026-01-21,2026-01-21,OKC,MIL,2026-01-20,OKC,OKC,1,0.36226,1.1983526205738455,100.0,19.84
B,OKC-MIL-2026-01-21,2026-01-21,OKC,MIL,2026-01-20,OKC,OKC,1,0.45,1.1983526205738455,100.0,19.84
C,OKC-MIL-2026-01-21,2026-01-21,OKC,MIL,2026-01-20,OKC,OKC,1,0.3623,1.1983526205738455,100.0,19.84
A,TOR-SAC-2026-01-21,2026-01-21,TOR,SAC,2026-01-20,TOR,TOR,1,0.351841,1.4765224814319189,100.0,47.65
B,TOR-SAC-2026-01-21,2026-01-21,TOR,SAC,2026-01-20,TOR,TOR,1,0.45,1.4765224814319189,100.0,47.65
C,TOR-SAC-2026-01-21,2026-01-21,TOR,SAC,2026-01-20,TOR,TOR,1,0.3518,1.4765224814319189,100.0,47.65
A,CHI-MIN-2026-01-22,2026-01-22,CHI,MIN,2026-01-21,MIN,CHI,0,0.698798,1.2829249092441042,100.0,-100.0
B,CHI-MIN-2026-01-22,2026-01-22,CHI,MIN,2026-01-21,MIN,CHI,0,0.58,1.2829249092441042,100.0,-100.0
C,CHI-MIN-2026-01-22,2026-01-22,CHI,MIN,2026-01-21,MIN,CHI,0,0.7,1.2829249092441042,100.0,-100.0
